country,city,lat,lon,geocode_query,geocode_status
Cape Verde,Sal Island,16.7517858,-22.936335,"Sal Island, Cape Verde",ok_primary
Cyprus,Ercan International,34.9174159,32.8899027,Cyprus,ok_fallback
Cuba,Varadero/Gomez,23.0331717,-81.4388163,"VARADERO/GOMEZ, Cuba",ok_primary
Croatia,Zagreb,45.8130967,15.9772795,"Zagreb, Croatia",ok_primary
Croatia,Zadar,44.1168594,15.2353257,"Zadar, Croatia",ok_primary
Croatia,Split,43.5116383,16.4399659,"Split, Croatia",ok_primary
Croatia,Rijeka,45.3267976,14.442208,"Rijeka, Croatia",ok_primary
Croatia,Pula,44.8702281,13.8455311,"PULA, Croatia",ok_primary
Croatia,Dubrovnik,42.6491029,18.0939501,"Dubrovnik, Croatia",ok_primary
Congo,Kinshasa,-4.3196982,15.3424196,"Kinshasa, Congo",ok_primary
Colombia,Bogota Airport,4.6733173,-74.1173647,"BOGOTA AIRPORT, Colombia",ok_primary
China,Xianyang,34.3323227,108.7128495,"Xianyang, China",ok_primary
Denmark,Billund,55.7247018,9.1195835,"BILLUND, Denmark",ok_primary
Denmark,Aarhus,56.1496278,10.2134046,"Aarhus, Denmark",ok_primary
Denmark,Aalborg,57.0462626,9.9215263,"Aalborg, Denmark",ok_primary
Czech Republic,Prague,50.0874654,14.4212535,"Prague, Czech Republic",ok_primary
Czech Republic,Pardubice,50.0385812,15.7791356,"PARDUBICE, Czech Republic",ok_primary
Czech Republic,Ostrava,49.8349139,18.2820084,"Ostrava, Czech Republic",ok_primary
Czech Republic,Kosice,50.1797445,15.5349958,"KOSICE, Czech Republic",ok_primary
Czech Republic,Kbely,50.1319574,14.5493202,"KBELY, Czech Republic",ok_primary
Czech Republic,Brno,49.1922443,16.6113382,"Brno, Czech Republic",ok_primary
Cyprus,Paphos,34.7743988,32.4231586,"Paphos, Cyprus",ok_primary
Cyprus,Larnaca,34.9236095,33.6236184,"Larnaca, Cyprus",ok_primary
Denmark/Greenland,Söndre Strömfjord,71.7919151,-38.8397752,Denmark/Greenland,ok_fallback
Denmark,Århus,56.1496278,10.2134046,"ÅRHUS, Denmark",ok_primary
Denmark,Ålborg,57.0462626,9.9215263,"ÅLBORG, Denmark",ok_primary
Denmark,Vagar,55.670249,10.3333283,Denmark,ok_fallback
Denmark,Sönderborg,54.9089186,9.7897999,"Sönderborg, Denmark",ok_primary
Denmark,Rönne,55.0994511,14.7060906,"Rönne, Denmark",ok_primary
Denmark,Odense,55.3997225,10.3852104,"ODENSE, Denmark",ok_primary
Denmark,Copenhagen,55.6867243,12.5700724,"Köpenhamn, Denmark",ok_primary
Denmark,Karup,56.3111225,9.1706768,"KARUP, Denmark",ok_primary
Denmark,Esbjerg,55.4664892,8.4520751,"ESBJERG, Denmark",ok_primary
Estonia,Tallinn,59.437242,24.7572693,"TALLINN, Estonia",ok_primary
Estonia,Pärnu,58.3870659,24.5026059,"Pärnu, Estonia",ok_primary
Estonia,Kuressaare,58.2527693,22.4849207,"KURESSAARE, Estonia",ok_primary
Egypt,Sharm El-Sheikh,27.8644422,34.295447,"Sharm el-Sheikh, Egypt",ok_primary
Egypt,Sharm-El-Sheikh,27.8644422,34.295447,"SHARM-EL-SHEIKH, Egypt",ok_primary
Egypt,Marsa Alam,25.069992,34.893817,"MARSA ALAM, Egypt",ok_primary
Egypt,Luxor,25.702096,32.647186,"LUXOR, Egypt",ok_primary
Egypt,Cairo,30.0443879,31.2357257,"KAIRO, Egypt",ok_primary
Egypt,Hurghada,27.222556,33.8307062,"Hurghada, Egypt",ok_primary
Ecuador,Guayaquil/Jose Joaqu,-1.3397668,-79.3666965,Ecuador,ok_fallback
Dominican Republic,Punta Cana,18.556551,-68.3691611,"Punta Cana, Dominican Republic",ok_primary
Dominican Republic,Puerto Plata,19.7976564,-70.6932607,"PUERTO PLATA, Dominican Republic",ok_primary
Dominican Republic,La Romana,18.4230137,-68.9661104,"LA ROMANA, Dominican Republic",ok_primary
Finland,Kuusamo,65.9645637,29.1883283,"KUUSAMO, Finland",ok_primary
Finland,Kuopio,62.8924628,27.6783603,"KUOPIO, Finland",ok_primary
Finland,Kruunupyy,63.7288259,23.0215188,"KRUUNUPYY, Finland",ok_primary
Finland,Kittila,67.7723589,25.0553441,"KITTILA, Finland",ok_primary
Finland,Kemi-Tornio,65.7395694,24.5746634,"KEMI-TORNIO, Finland",ok_primary
Finland,Jyväskylä,62.241672,25.7495806,"JYVÄSKYLÄ, Finland",ok_primary
Finland,Joensuu,62.6006375,29.7619759,"JOENSUU, Finland",ok_primary
Finland,Ivalo,68.6588185,27.5348114,"Ivalo, Finland",ok_primary
Finland,Helsinki,60.1666204,24.9435408,"Helsinki, Finland",ok_primary
Ethiopia,Addis Ababa,9.0358119,38.7524315,"Addis Ababa, Ethiopia",ok_primary
Estonia,Tartu,58.3779528,26.7290023,"TARTU, Estonia",ok_primary
Finland,Tampere,61.4977929,23.7616372,"Tampere, Finland",ok_primary
Finland,Seinajoki,62.790666,22.8397378,"SEINAJOKI, Finland",ok_primary
Finland,Rovaniemi,66.5025537,25.7303912,"Rovaniemi, Finland",ok_primary
Finland,Pori,61.4866126,21.7972071,"Pori, Finland",ok_primary
Finland,Oulu,65.0117914,25.4701973,"Oulu, Finland",ok_primary
Finland,Mariehamn,60.102423,19.94126,"Mariehamn, Finland",ok_primary
Finland,Mikkeli,61.6877823,27.2731918,"MIKKELI, Finland",ok_primary
Finland,Kokkola,63.8391421,23.1336845,"Kokkola, Finland",ok_primary
Finland,Kittilä,67.7723589,25.0553441,"Kittilä, Finland",ok_primary
France,Beziers-Vias,43.313508,3.4157555,"Beziers-Vias, France",ok_primary
France,Bastia,42.6974612,9.4497707,"Bastia, France",ok_primary
France,Brest,48.3905283,-4.4860088,"BREST, France",ok_primary
France,Bourges,47.0811658,2.399125,"BOURGES, France",ok_primary
France,Bordeaux,44.841225,-0.5800364,"BORDEAUX, France",ok_primary
France,Biarritz,43.4711437,-1.5527266,"BIARRITZ, France",ok_primary
France,Bergerac/Roumaniere,46.603354,1.8883335,France,ok_fallback
France,Bastia-Poretta,42.554418,9.4821991,"BASTIA-PORETTA, France",ok_primary
France,Basel,47.6032369,7.5243481,"BASEL, France",ok_primary
France,Annecy/Meythet,45.9158465,6.097641,"ANNECY/MEYTHET, France",ok_primary
France,Ajoccio,46.603354,1.8883335,France,ok_fallback
Finland,Turku,60.4515932,22.2669991,"ÅBO, Finland",ok_primary
Finland,Vaasa,63.0957722,21.6159187,"Vasa, Finland",ok_primary
France,Lille,50.6365654,3.0635282,"LILLE, France",ok_primary
France,La Rochelle,46.159732,-1.1515951,"LA ROCHELLE, France",ok_primary
France,Istres,43.5139051,4.9884323,"ISTRES, France",ok_primary
France,Hyere-Le Palvestre,46.603354,1.8883335,France,ok_fallback
France,Grenoble,45.1875602,5.7357819,"GRENOBLE, France",ok_primary
France,Figari/Sud-Corse,41.5032668,9.0983266,"FIGARI/SUD-CORSE, France",ok_primary
France,Deauville,49.3595018,0.0746638,"Deauville, France",ok_primary
France,Dole/Tavaux,47.044207,5.4001442,"DOLE/TAVAUX, France",ok_primary
France,Dinard,48.6320379,-2.0580178,"DINARD, France",ok_primary
France,Dijon,47.3215806,5.0414701,"DIJON, France",ok_primary
France,Clermont,49.3780921,2.4141907,"CLERMONT, France",ok_primary
France,Chambery/Aix-L-Bains,45.6866714,5.913692,"CHAMBERY/AIX-L-BAINS, France",ok_primary
France,Chalons/Vatry,46.603354,1.8883335,France,ok_fallback
France,Cannes,43.5515198,7.0134418,"CANNES, France",ok_primary
France,Toulouse,43.6044638,1.4442433,"TOULOUSE, France",ok_primary
France,Strasbourg,48.584614,7.7507127,"STRASBOURG, France",ok_primary
France,Rennes,48.1113387,-1.6800198,"RENNES, France",ok_primary
France,Paris,48.8588897,2.320041,"Paris, France",ok_primary
France,Nîmes,43.8374249,4.3600687,"Nîmes, France",ok_primary
France,Nice,43.7009358,7.2683912,"Nice, France",ok_primary
France,Nantes,47.2186371,-1.5541362,"Nantes, France",ok_primary
France,Mülhouse,47.7467233,7.3389937,"MÜLHOUSE, France",ok_primary
France,Marseille,43.2963986,5.3777888,"Marseille, France",ok_primary
France,Montpellier,43.6112422,3.8767337,"MONTPELLIER, France",ok_primary
France,Lyon,45.7578137,4.8320114,"Lyon, France",ok_primary
Germany,Dortmund/Wickede,51.5339563,7.6247415,"DORTMUND/WICKEDE, Germany",ok_primary
Germany,Donaueschingen/Vill.,51.1638175,10.4478313,Germany,ok_fallback
Germany,Braunschweig,52.2646577,10.5236066,"Braunschweig, Germany",ok_primary
Germany,Berlin,52.5173885,13.3951309,"Berlin, Germany",ok_primary
Germany,Bremen,53.0758196,8.8071646,"BREMEN, Germany",ok_primary
Germany,Berlin Brandenburg I,52.3944217,13.5384202,"BERLIN BRANDENBURG I, Germany",ok_primary
Germany,Babenhausen,49.9562183,8.9460279,"BABENHAUSEN, Germany",ok_primary
Georgia,Tbilisi,41.6934591,44.8014495,"TBILISI, Georgia",ok_primary
Georgia,Batumi,41.6509502,41.6360085,"BATUMI, Georgia",ok_primary
Gambia,Banjul,13.45535,-16.575646,"BANJUL, Gambia",ok_primary
French Antilles,Pointe A Pitre,16.2332618,-61.3766245,"POINTE A PITRE, French Antilles",ok_primary
France,Valenciennes,50.3579317,3.5234846,"Valenciennes, France",ok_primary
France,Villacdublay,46.603354,1.8883335,France,ok_fallback
Germany,Karlsruhe,49.0068705,8.4034195,"Karlsruhe, Germany",ok_primary
Germany,Ingolstadt,48.7630165,11.4250395,"Ingolstadt, Germany",ok_primary
Germany,Hannover,52.3744779,9.7385532,"Hannover, Germany",ok_primary
Germany,Hamburg,53.5501721,10.0013165,"Hamburg, Germany",ok_primary
Germany,Friedrichshafen,47.6500279,9.4800858,"Friedrichshafen, Germany",ok_primary
Germany,Frankfurt,50.1106444,8.6820917,"Frankfurt, Germany",ok_primary
Germany,Erfurt,50.9777974,11.0287364,"Erfurt, Germany",ok_primary
Germany,Düsseldorf,51.2254018,6.7763137,"Düsseldorf, Germany",ok_primary
Germany,Dortmund,51.5142273,7.4652789,"Dortmund, Germany",ok_primary
Germany,Dresden,51.0493286,13.7381437,"DRESDEN, Germany",ok_primary
Germany,Ramstein,49.4475167,7.5554676,"RAMSTEIN, Germany",ok_primary
Germany,Paderborn-Lippstadt,51.6145993,8.619064,"PADERBORN-LIPPSTADT, Germany",ok_primary
Germany,Oberpfaffenhofen,48.0732582,11.2649062,"OBERPFAFFENHOFEN, Germany",ok_primary
Germany,Nürnberg,49.453872,11.077298,"NÜRNBERG, Germany",ok_primary
Germany,Nordholz,53.7856914,8.6115402,"NORDHOLZ, Germany",ok_primary
Germany,Niederrhein,51.4013466,6.5096405,"NIEDERRHEIN, Germany",ok_primary
Germany,Münster,51.9625101,7.6251879,"Münster, Germany",ok_primary
Germany,München,48.1371079,11.5753822,"München, Germany",ok_primary
Germany,Memmingen/Allgäu,47.9888241,10.2350723,"MEMMINGEN/ALLGÄU, Germany",ok_primary
Germany,Lübeck-Blankensee,53.804929,10.7126079,"LÜBECK-BLANKENSEE, Germany",ok_primary
Germany,Leipzig,51.3406321,12.3747329,"Leipzig, Germany",ok_primary
Germany,Leipzig/Halle,51.4211901,12.2295859,"LEIPZIG/HALLE, Germany",ok_primary
Germany,Lahr,49.9440252,6.2909576,"LAHR, Germany",ok_primary
Germany,Köln,50.938361,6.959974,"Köln, Germany",ok_primary
Germany,Köln/Bonn,50.8616702,7.1455238,"KÖLN/BONN, Germany",ok_primary
Greece,Iraklion,35.33908,25.1332843,"IRAKLION, Greece",ok_primary
Greece,Ioannina,39.6639818,20.8522784,"IOANNINA, Greece",ok_primary
Greece,Corfu,39.591337,19.8596189,"Corfu, Greece",ok_primary
Greece,Chania,35.5120831,24.0191544,"Chania, Greece",ok_primary
Greece,Athens,37.9755648,23.7348324,"Athens, Greece",ok_primary
Greece,Araxos,38.1652451,21.4086813,"ARAXOS, Greece",ok_primary
Gibraltar,Gibraltar,36.140807,-5.3541295,"GIBRALTAR, Gibraltar",ok_primary
Germany,Wiesbaden,50.0820384,8.2416556,"Wiesbaden, Germany",ok_primary
Germany,Stuttgart,48.7784485,9.1800132,"Stuttgart, Germany",ok_primary
Germany,Speyer,49.3165553,8.433615,"SPEYER, Germany",ok_primary
Germany,Schwabisch Hall/Hess,51.1638175,10.4478313,Germany,ok_fallback
Germany,Saarbrücken,49.234362,6.996379,"SAARBRÜCKEN, Germany",ok_primary
Greece,Mykonos,37.4513937,25.3923149,"Mykonos, Greece",ok_primary
Greece,Mitilini,39.1037355,26.554788,"MITILINI, Greece",ok_primary
Greece,Mikonos,37.4513937,25.3923149,"MIKONOS, Greece",ok_primary
Greece,Kos,36.7936933,27.0848266,"Kos, Greece",ok_primary
Greece,Kavala,40.9369224,24.4122766,"Kavala, Greece",ok_primary
Greece,Karpathos,35.6136611,27.1192567,"Karpathos, Greece",ok_primary
Greece,Kalamata,37.0372714,22.110707,"Kalamata, Greece",ok_primary
Greece,Khania,35.5120831,24.0191544,"KHANIA, Greece",ok_primary
Greece,Kefallinia,38.2660322,20.5373903,"KEFALLINIA, Greece",ok_primary
Greece,Irakleion,35.33908,25.1332843,"Irakleion, Greece",ok_primary
Greece,Thessaloniki,40.6403167,22.9352716,"Thessaloniki, Greece",ok_primary
Greece,Skiathos,39.1692985,23.4552513,"Skiathos, Greece",ok_primary
Greece,Santorini,36.4071112,25.4566637,"Santorini, Greece",ok_primary
Greece,Samos,37.7246162,26.8192919,"Samos, Greece",ok_primary
Greece,Sitia Airport,35.2161444,26.100884,"SITIA AIRPORT, Greece",ok_primary
Greece,Rhodes,36.1725297,27.9194016,"Rhodes, Greece",ok_primary
Greece,Preveza,38.9571673,20.7516209,"Preveza, Greece",ok_primary
Greece,Patras,38.246242,21.7350847,"Patras, Greece",ok_primary
Greece,Mytilene,39.1037355,26.554788,"Mytilene, Greece",ok_primary
Greece,Myrina,39.8754188,25.0634491,"Myrina, Greece",ok_primary
India,Delhi,28.6328027,77.2197713,"DEHLI, India",ok_primary
India,Calcutta,22.5726459,88.3638953,"CALCUTTA, India",ok_primary
India,Bangalore,12.9767936,77.590082,"BANGALORE, India",ok_primary
India,Ahmedabad,23.0215374,72.5800568,"AHMEDABAD, India",ok_primary
Iceland,Reykjavik,64.145981,-21.9422367,"Reykjavik, Iceland",ok_primary
Iceland,Keflavik,63.9997694,-22.5565373,"KEFLAVIK, Iceland",ok_primary
Hungary,Kecskemet,46.9074763,19.6920854,"KECSKEMET, Hungary",ok_primary
Hungary,Heviz,46.7906038,17.1834489,"Heviz, Hungary",ok_primary
Hungary,Gyor,47.6835029,17.6342832,"GYOR, Hungary",ok_primary
Hungary,Budapest,47.4813896,19.1457723,"Budapest, Hungary",ok_primary
Hong Kong,Hong Kong,22.2818333,114.1582831,"HONG KONG, Hong Kong",ok_primary
Grenada,Grenada,33.7848667,-89.8025901,"Grenada, Grenada",ok_primary
Greece,Zakynthos,37.7891384,20.7900896,"Zakynthos, Greece",ok_primary
Greece,Zakinthos,38.9953683,21.9877132,Greece,ok_fallback
Ireland,Dublin,53.3493795,-6.2605593,"DUBLIN, Ireland",ok_primary
Ireland,Cork,51.8985136,-8.4726423,"CORK, Ireland",ok_primary
Iraq,Sulaymaniyah,35.5570501,45.4425963,"SULAYMANIYAH, Iraq",ok_primary
Iraq,Najaf,32.0010227,44.3299926,"NAJAF, Iraq",ok_primary
Iraq,Erbil,36.1911744,44.0094145,"ERBIL, Iraq",ok_primary
Iraq,Basra,30.4952371,47.8090981,"BASRA, Iraq",ok_primary
Iraq,Baghdad,33.3061701,44.3872213,"BAGDAD, Iraq",ok_primary
Iran,Tehran,35.6892523,51.3896004,"TEHERAN, Iran",ok_primary
India,Visakhapatnam Airpor,22.3511148,78.6677428,India,ok_fallback
India,Pune,18.5213738,73.8545071,"PUNE, India",ok_primary
India,Mumbai,19.054999,72.8692035,"Mumbai, India",ok_primary
India,Madras/Chennai,13.1470219,80.2869758,"MADRAS/CHENNAI, India",ok_primary
India,Hyderabad,17.360589,78.4740613,"HYDERABAD, India",ok_primary
India,Guwahati Airport,25.5748618,91.8826797,"GUWAHATI AIRPORT, India",ok_primary
Italy,Brindisi,40.6358599,17.6884975,"BRINDISI, Italy",ok_primary
Italy,Brescia,45.7795805,10.425873,"BRESCIA, Italy",ok_primary
Italy,Bolzano,46.6559455,11.2302129,"BOLZANO, Italy",ok_primary
Italy,Bologna,44.4938203,11.3426327,"BOLOGNA, Italy",ok_primary
Italy,Bergamo,45.7566557,9.7542192,"BERGAMO, Italy",ok_primary
Italy,Bari,41.1257843,16.8620293,"BARI, Italy",ok_primary
Italy,Alghero,40.5587291,8.3153206,"Alghero, Italy",ok_primary
Italy,Ancona,43.4801189,13.2187279,"ANCONA, Italy",ok_primary
Israel,Tel Aviv,32.0852997,34.7818064,"Tel Aviv, Israel",ok_primary
Israel,Tel-Aviv,32.0852997,34.7818064,"TEL-AVIV, Israel",ok_primary
Israel,Ovda,29.9391304,34.9384889,"OVDA, Israel",ok_primary
Ireland,Shannon,53.1349614,-8.1611027,"Shannon, Ireland",ok_primary
Italy,Marina Di Campo,42.7612686,10.2392264,"MARINA DI CAMPO, Italy",ok_primary
Italy,Lamezia Terme,38.9645069,16.3021451,"Lamezia Terme, Italy",ok_primary
Italy,Genoa,44.40726,8.9338624,"Genoa, Italy",ok_primary
Italy,Grosseto,42.7751102,11.2878044,"GROSSETO, Italy",ok_primary
Italy,Florence,43.7697955,11.2556404,"Florence, Italy",ok_primary
Italy,Catania,37.5023612,15.0873718,"Catania, Italy",ok_primary
Italy,Cagliari,39.2171994,9.113311,"Cagliari, Italy",ok_primary
Italy,Salerno/Pomtecagnano,42.6384261,12.674297,Italy,ok_fallback
Italy,Rome,41.8933203,12.4829321,"Rome, Italy",ok_primary
Italy,Pisa,43.4714722,10.6797912,"Pisa, Italy",ok_primary
Italy,Palermo,38.1112268,13.3524434,"Palermo, Italy",ok_primary
Italy,Pescara,42.3102619,13.9575901,"PESCARA, Italy",ok_primary
Italy,Perugia,43.1070321,12.4029962,"PERUGIA, Italy",ok_primary
Italy,Olbia,40.9232659,9.5027442,"Olbia, Italy",ok_primary
Italy,Olbia/Costa Smeralda,40.899377,9.5177467,"OLBIA/COSTA SMERALDA, Italy",ok_primary
Italy,Naples,40.8358846,14.2487679,"Neapel, Italy",ok_primary
Italy,Milan,45.4641943,9.1896346,"Milano, Italy",ok_primary
Japan,Tokyo,35.6768601,139.7638947,"TOKYO, Japan",ok_primary
Japan,Sapporo,43.061936,141.3542924,"SAPPORO, Japan",ok_primary
Japan,Osaka,34.6937569,135.5014539,"Osaka, Japan",ok_primary
Japan,Kansai,34.4342045,135.222523,"KANSAI, Japan",ok_primary
Japan,Chubu Centrair Intl.,34.8587197,136.8113633,"CHUBU CENTRAIR INTL., Japan",ok_primary
Jamaica,Montego Bay,18.4724603,-77.9217357,"MONTEGO BAY, Jamaica",ok_primary
Italy,Verona,45.4424977,10.9857377,"Verona, Italy",ok_primary
Italy,Venice,45.4046171,12.3105232,"Venice, Italy",ok_primary
Italy,Turin,45.0677551,7.6824892,"Turin, Italy",ok_primary
Italy,Trieste,45.6496485,13.7772781,"Trieste, Italy",ok_primary
Italy,Treviso,45.8066913,12.2063158,"TREVISO, Italy",ok_primary
Italy,Trapani/Birgi,37.913009,12.4926219,"TRAPANI/BIRGI, Italy",ok_primary
Kyrgyzstan,Alma-Ata,42.6446606,77.1794452,"ALMA-ATA, Kyrgyzstan",ok_primary
Kuwait,Kuwait,29.3796532,47.9734174,"Kuwait, Kuwait",ok_primary
Kosovo,Pristina,42.6638771,21.1640849,"Pristina, Kosovo",ok_primary
Kenya,Nairobi,-1.302398,36.8288509,"Nairobi, Kenya",ok_primary
Kenya,Mombasa,-4.05052,39.667169,"MOMBASA, Kenya",ok_primary
Kazakhstan,Nur-Sultan,51.1159933,71.4677059,"Nur-Sultan, Kazakhstan",ok_primary
Kazakhstan,Alma-Ata,43.2363924,76.9457275,"ALMA-ATA, Kazakhstan",ok_primary
Kazakhstan,Aktyubinsk,48.1012954,66.7780818,Kazakhstan,ok_fallback
Kazakhstan,Akmola,51.1282205,71.4306682,"AKMOLA, Kazakhstan",ok_primary
Jordan,Amman,31.9515694,35.9239625,"Amman, Jordan",ok_primary
Jordan,Aqaba,29.5266483,35.0075433,"AQABA, Jordan",ok_primary
Malaysia,Subang/Sultan Abdul,3.1322924,101.550697,"SUBANG/SULTAN ABDUL, Malaysia",ok_primary
Madagascar,Nosy Be,-13.311953,48.2533986,"Nosy Be, Madagascar",ok_primary
Macau,Macau Intl,22.149929,113.5893607,"MACAU INTL, Macau",ok_primary
Luxembourg,Luxembourg,49.6112768,6.129799,"Luxembourg, Luxembourg",ok_primary
Luxembourg,Luxemburg,49.6112768,6.129799,"LUXEMBURG, Luxembourg",ok_primary
Lithuania,Vilnius,54.6870458,25.2829111,"VILNIUS, Lithuania",ok_primary
Lithuania,Palanga,55.9229818,21.0682657,"PALANGA, Lithuania",ok_primary
Lithuania,Kaunas,54.8982139,23.9044817,"Kaunas, Lithuania",ok_primary
Lebanon,Beirut,33.8892265,35.5025585,"Beirut, Lebanon",ok_primary
Latvia,Ventspils,57.3903918,21.5635991,"VENTSPILS, Latvia",ok_primary
Latvia,Riga,56.9493977,24.1051846,"Riga, Latvia",ok_primary
