year;airport;country;city;q1;q2;q3;q4;total;is_domestic;route_type;continent;origin_airport;origin_lat;origin_lon;dest_lat;dest_lon
2016;STOCKHOLM-ARLANDA;Afghanistan;Kabul;;;;66.0;66;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;34.5269503;69.1850584
2016;STOCKHOLM-ARLANDA;Albania;Tirana;6.0;;6.0;;12;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;41.3281482;19.8184435
2016;STOCKHOLM-ARLANDA;Algeria;Boufarik;;10.0;;;10;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;36.5755523;2.9128963
2016;STOCKHOLM-ARLANDA;Algeria;Tamanrasset;;;;4.0;4;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;22.7859372;5.5291395
2016;STOCKHOLM-ARLANDA;Aruba;Oranjestad/Beatrix;4184.0;;;3312.0;7496;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;12.5013629;-69.9618475
2016;STOCKHOLM-ARLANDA;Azerbaijan;Baku/Bina;;;7.0;;7;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.3936294;47.7872508
2016;STOCKHOLM-ARLANDA;Bahrain;Bahrain;;;2.0;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;26.0311459;50.5143663
2016;STOCKHOLM-ARLANDA;Belgium;Antwerp;16.0;;;;16;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;51.2211097;4.3997081
2016;STOCKHOLM-ARLANDA;Belgium;Brussels;27989.0;25988.0;28528.0;38202.0;120707;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;50.8467372;4.352493
2016;STOCKHOLM-ARLANDA;Belgium;Charleroi;;8.0;;;8;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;50.4116233;4.444528
2016;STOCKHOLM-ARLANDA;Belgium;Liege;;5.0;2.0;;7;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;50.4708135;5.7735658
2016;STOCKHOLM-ARLANDA;Belgium;Oostende-Brugge;;;19.0;7.0;26;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;51.2003125;2.8739254
2016;STOCKHOLM-ARLANDA;Bosnia and Herzegovina;Sarajevo;3978.0;6604.0;8243.0;4248.0;23073;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.8570713;18.4126147
2016;STOCKHOLM-ARLANDA;Botswana;Sir Seretse Khama In;;;1.0;;1;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;-23.1681782;24.5928742
2016;STOCKHOLM-ARLANDA;Brazil;Sao Paolo;;;;5.0;5;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;-23.5506507;-46.6333824
2016;STOCKHOLM-ARLANDA;Bulgaria;Burgas;;2570.0;9471.0;;12041;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;42.4936616;27.4721276
2016;STOCKHOLM-ARLANDA;Bulgaria;Sofia;;;;205.0;205;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;42.6977028;23.3217359
2016;STOCKHOLM-ARLANDA;Bulgaria;Varna;;2537.0;4637.0;139.0;7313;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.2073873;27.9166653
2016;STOCKHOLM-ARLANDA;Canada;Gander;;;50.0;;50;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;48.9592291;-54.6187879
2016;STOCKHOLM-ARLANDA;Canada;Goose Bay;5.0;;;;5;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;53.333333;-60.416667
2016;STOCKHOLM-ARLANDA;Canada;Halifax;;3.0;;;3;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;44.648618;-63.5859487
2016;STOCKHOLM-ARLANDA;Canada;Montreal;;;;4.0;4;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;45.5031824;-73.5698065
2016;STOCKHOLM-ARLANDA;Canada;Toronto;;3.0;;;3;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;43.6534817;-79.3839347
2016;STOCKHOLM-ARLANDA;Canada;Vancouver;;3.0;;;3;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;49.2608724;-123.113952
2016;STOCKHOLM-ARLANDA;Canada;Winnipeg;;284.0;;;284;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;49.8955367;-97.1384584
2016;STOCKHOLM-ARLANDA;Cyprus;Larnaca;2730.0;30272.0;40619.0;17461.0;91082;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;34.9236095;33.6236184
2016;STOCKHOLM-ARLANDA;Denmark;Billund;9604.0;18995.0;16580.0;14441.0;59620;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;55.7247018;9.1195835
2016;STOCKHOLM-ARLANDA;Denmark;Copenhagen;354515.0;417961.0;380909.0;398932.0;1552317;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;55.6867243;12.5700724
2016;STOCKHOLM-ARLANDA;Denmark;Odense;;;8.0;;8;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;55.3997225;10.3852104
2016;STOCKHOLM-ARLANDA;Denmark;Ålborg;1.0;;;;1;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;57.0462626;9.9215263
2016;STOCKHOLM-ARLANDA;Denmark;Århus;7099.0;8716.0;5809.0;7541.0;29165;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;56.1496278;10.2134046
2016;STOCKHOLM-ARLANDA;Dominican Republic;La Romana;;;;275.0;275;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;18.4230137;-68.9661104
2016;STOCKHOLM-ARLANDA;Dominican Republic;Puerto Plata;13958.0;287.0;;1435.0;15680;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;19.7976564;-70.6932607
2016;STOCKHOLM-ARLANDA;Dominican Republic;Punta Cana;2222.0;167.0;;1180.0;3569;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;18.556551;-68.3691611
2016;STOCKHOLM-ARLANDA;Egypt;Hurghada;9957.0;1407.0;;7837.0;19201;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;27.222556;33.8307062
2016;STOCKHOLM-ARLANDA;Egypt;Luxor;11.0;;;;11;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;25.702096;32.647186
2016;STOCKHOLM-ARLANDA;Egypt;Marsa Alam;6174.0;205.0;;3948.0;10327;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;25.069992;34.893817
2016;STOCKHOLM-ARLANDA;Estonia;Tallinn;31471.0;37637.0;33140.0;40093.0;142341;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;59.437242;24.7572693
2016;STOCKHOLM-ARLANDA;Ethiopia;Addis Ababa;4.0;;29.0;;33;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;9.0358119;38.7524315
2016;STOCKHOLM-ARLANDA;Finland;Helsinki;260373.0;314393.0;286440.0;301930.0;1163136;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;60.1666204;24.9435408
2016;STOCKHOLM-ARLANDA;Finland;Ivalo;;;;11.0;11;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;68.6588185;27.5348114
2016;STOCKHOLM-ARLANDA;Finland;Joensuu;;;;7.0;7;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;62.6006375;29.7619759
2016;STOCKHOLM-ARLANDA;Finland;Jyväskylä;;;;2.0;2;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;62.241672;25.7495806
2016;STOCKHOLM-ARLANDA;Finland;Kruunupyy;2383.0;3563.0;3747.0;3336.0;13029;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;63.7288259;23.0215188
2016;STOCKHOLM-ARLANDA;Finland;Kuopio;;;;81.0;81;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;62.8924628;27.6783603
2016;STOCKHOLM-ARLANDA;Finland;Kuusamo;4.0;;;;4;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;65.9645637;29.1883283
2016;STOCKHOLM-ARLANDA;Finland;Mariehamn;3741.0;4547.0;3569.0;4430.0;16287;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;60.102423;19.94126
2016;STOCKHOLM-ARLANDA;Finland;Mikkeli;;;8.0;;8;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;61.6877823;27.2731918
2016;STOCKHOLM-ARLANDA;Finland;Oulu;46.0;;;1.0;47;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;65.0117914;25.4701973
2016;STOCKHOLM-ARLANDA;Finland;Rovaniemi;;;;40.0;40;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;66.5025537;25.7303912
2016;STOCKHOLM-ARLANDA;Finland;Seinajoki;;30.0;4.0;;34;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;62.790666;22.8397378
2016;STOCKHOLM-ARLANDA;Finland;Tampere;13420.0;17643.0;12750.0;15421.0;59234;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;61.4977929;23.7616372
2016;STOCKHOLM-ARLANDA;Finland;Vaasa;18492.0;22564.0;17630.0;22513.0;81199;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;63.0957722;21.6159187
2016;STOCKHOLM-ARLANDA;Finland;Turku;19514.0;26214.0;20803.0;22610.0;89141;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;60.4515932;22.2669991
2016;STOCKHOLM-ARLANDA;France;Bastia-Poretta;;2767.0;4331.0;728.0;7826;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;42.554418;9.4821991
2016;STOCKHOLM-ARLANDA;France;Biarritz;;770.0;3456.0;;4226;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.4711437;-1.5527266
2016;STOCKHOLM-ARLANDA;France;Bordeaux;;902.0;4597.0;231.0;5730;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;44.841225;-0.5800364
2016;STOCKHOLM-ARLANDA;France;Cannes;;10.0;2.0;;12;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.5515198;7.0134418
2016;STOCKHOLM-ARLANDA;France;Chambery/Aix-L-Bains;320.0;;;;320;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.6866714;5.913692
2016;STOCKHOLM-ARLANDA;France;Dinard;;73.0;;;73;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;48.6320379;-2.0580178
2016;STOCKHOLM-ARLANDA;France;Figari/Sud-Corse;;;3.0;;3;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;41.5032668;9.0983266
2016;STOCKHOLM-ARLANDA;France;Grenoble;5861.0;355.0;;12.0;6228;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.1875602;5.7357819
2016;STOCKHOLM-ARLANDA;France;La Rochelle;;123.0;;;123;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;46.159732;-1.1515951
2016;STOCKHOLM-ARLANDA;France;Lyon;;;;2891.0;2891;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.7578137;4.8320114
2016;STOCKHOLM-ARLANDA;France;Marseille;;298.0;;549.0;847;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.2963986;5.3777888
2016;STOCKHOLM-ARLANDA;France;Nantes;169.0;;;;169;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;47.2186371;-1.5541362
2016;STOCKHOLM-ARLANDA;France;Nice;25138.0;63770.0;85585.0;31718.0;206211;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.7009358;7.2683912
2016;STOCKHOLM-ARLANDA;France;Paris;120441.0;163118.0;162803.0;139565.0;585927;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;48.8588897;2.320041
2016;STOCKHOLM-ARLANDA;France;Strasbourg;;;;68.0;68;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;48.584614;7.7507127
2016;STOCKHOLM-ARLANDA;France;Toulouse;;632.0;;8.0;640;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.6044638;1.4442433
2016;STOCKHOLM-ARLANDA;French Antilles;Pointe A Pitre;;298.0;;;298;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;16.2332618;-61.3766245
2016;STOCKHOLM-ARLANDA;United Arab Emirates;Abu Dhabi;;16.0;;14.0;30;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;24.4538352;54.3774014
2016;STOCKHOLM-ARLANDA;United Arab Emirates;Dubai;81947.0;51509.0;52443.0;71958.0;257857;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;25.0742823;55.1885387
2016;STOCKHOLM-ARLANDA;United Arab Emirates;Ras Al Khaimah;;2.0;;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;25.7737705;55.938232
2016;STOCKHOLM-ARLANDA;United Arab Emirates;Sharjah;1958.0;393.0;;861.0;3212;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;24.9760668;56.2536044
2016;STOCKHOLM-ARLANDA;Gambia;Banjul;;;;218.0;218;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;13.45535;-16.575646
2016;STOCKHOLM-ARLANDA;Georgia;Tbilisi;1.0;;;1.0;2;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;41.6934591;44.8014495
2016;STOCKHOLM-ARLANDA;Gibraltar;Gibraltar;;;68.0;;68;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;36.140807;-5.3541295
2016;STOCKHOLM-ARLANDA;Greece;Athens;12478.0;31454.0;43941.0;23193.0;111066;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;37.9755648;23.7348324
2016;STOCKHOLM-ARLANDA;Greece;Iraklion;;12535.0;22496.0;4061.0;39092;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;35.33908;25.1332843
2016;STOCKHOLM-ARLANDA;Greece;Kalamata;717.0;2918.0;3000.0;1645.0;8280;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;37.0372714;22.110707
2016;STOCKHOLM-ARLANDA;Greece;Karpathos;;3854.0;8443.0;121.0;12418;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;35.6136611;27.1192567
2016;STOCKHOLM-ARLANDA;Greece;Kavala;;2746.0;6654.0;;9400;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.9369224;24.4122766
2016;STOCKHOLM-ARLANDA;Greece;Kefallinia;;2655.0;6578.0;187.0;9420;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;38.2660322;20.5373903
2016;STOCKHOLM-ARLANDA;Greece;Khania;;43756.0;76807.0;14638.0;135201;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;35.5120831;24.0191544
2016;STOCKHOLM-ARLANDA;Greece;Corfu;;5490.0;12286.0;1268.0;19044;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;39.591337;19.8596189
2016;STOCKHOLM-ARLANDA;Greece;Kos;;10218.0;22489.0;964.0;33671;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;36.7936933;27.0848266
2016;STOCKHOLM-ARLANDA;Greece;Mikonos;;842.0;3195.0;170.0;4207;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;37.4513937;25.3923149
2016;STOCKHOLM-ARLANDA;Greece;Preveza;;6135.0;15461.0;1143.0;22739;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;38.9571673;20.7516209
2016;STOCKHOLM-ARLANDA;Greece;Rhodes;;37587.0;71113.0;15011.0;123711;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;36.1725297;27.9194016
2016;STOCKHOLM-ARLANDA;Greece;Samos;;4895.0;12230.0;1122.0;18247;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;37.7246162;26.8192919
2016;STOCKHOLM-ARLANDA;Greece;Santorini;;2956.0;10596.0;518.0;14070;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;36.4071112;25.4566637
2016;STOCKHOLM-ARLANDA;Greece;Skiathos;;3781.0;10658.0;283.0;14722;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;39.1692985;23.4552513
2016;STOCKHOLM-ARLANDA;Greece;Thessaloniki;2536.0;4099.0;14285.0;6267.0;27187;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.6403167;22.9352716
2016;STOCKHOLM-ARLANDA;Greece;Zakinthos;;7323.0;17397.0;555.0;25275;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;38.9953683;21.9877132
2016;STOCKHOLM-ARLANDA;Hong Kong;Hong Kong;23122.0;23793.0;29053.0;28083.0;104051;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;22.2818333;114.1582831
2016;STOCKHOLM-ARLANDA;India;Bangalore;;6.0;3.0;;9;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;12.9767936;77.590082
2016;STOCKHOLM-ARLANDA;India;Delhi;;9.0;5.0;5.0;19;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;28.6328027;77.2197713
2016;STOCKHOLM-ARLANDA;India;Mumbai;5.0;;;;5;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;19.054999;72.8692035
2016;STOCKHOLM-ARLANDA;Iraq;Baghdad;3677.0;2741.0;2588.0;2305.0;11311;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;33.3061701;44.3872213
2016;STOCKHOLM-ARLANDA;Iraq;Erbil;4251.0;7361.0;10338.0;4790.0;26740;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;36.1911744;44.0094145
2016;STOCKHOLM-ARLANDA;Iraq;Najaf;;;363.0;1618.0;1981;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;32.0010227;44.3299926
2016;STOCKHOLM-ARLANDA;Iraq;Sulaymaniyah;2572.0;3408.0;3378.0;2773.0;12131;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;35.5570501;45.4425963
2016;STOCKHOLM-ARLANDA;Iran;Tehran;4365.0;5098.0;5041.0;4480.0;18984;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;35.6892523;51.3896004
2016;STOCKHOLM-ARLANDA;Ireland;Dublin;18518.0;29826.0;34722.0;25870.0;108936;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;53.3493795;-6.2605593
2016;STOCKHOLM-ARLANDA;Ireland;Shannon;;;;1.0;1;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;53.1349614;-8.1611027
2016;STOCKHOLM-ARLANDA;Iceland;Keflavik;29422.0;49568.0;64924.0;40338.0;184252;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;63.9997694;-22.5565373
2016;STOCKHOLM-ARLANDA;Israel;Tel Aviv;6078.0;9433.0;10060.0;5540.0;31111;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;32.0852997;34.7818064
2016;STOCKHOLM-ARLANDA;Italy;Alghero;;4948.0;8523.0;972.0;14443;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.5587291;8.3153206
2016;STOCKHOLM-ARLANDA;Italy;Ancona;;;298.0;;298;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.4801189;13.2187279
2016;STOCKHOLM-ARLANDA;Italy;Bari;;572.0;328.0;;900;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;41.1257843;16.8620293
2016;STOCKHOLM-ARLANDA;Italy;Bergamo;155.0;;;;155;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.7566557;9.7542192
2016;STOCKHOLM-ARLANDA;Italy;Bologna;;1183.0;4001.0;9.0;5193;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;44.4938203;11.3426327
2016;STOCKHOLM-ARLANDA;Italy;Brescia;326.0;;;;326;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.7795805;10.425873
2016;STOCKHOLM-ARLANDA;Italy;Brindisi;;;7.0;;7;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.6358599;17.6884975
2016;STOCKHOLM-ARLANDA;Italy;Cagliari;;;1320.0;;1320;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;39.2171994;9.113311
2016;STOCKHOLM-ARLANDA;Italy;Catania;;7229.0;9596.0;2019.0;18844;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;37.5023612;15.0873718
2016;STOCKHOLM-ARLANDA;Italy;Florence;;1.0;;;1;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.7697955;11.2556404
2016;STOCKHOLM-ARLANDA;Italy;Genoa;;;6.0;;6;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;44.40726;8.9338624
2016;STOCKHOLM-ARLANDA;Italy;Lamezia Terme;;2902.0;4501.0;172.0;7575;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;38.9645069;16.3021451
2016;STOCKHOLM-ARLANDA;Italy;Milan;20179.0;27627.0;29612.0;20296.0;97714;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.4641943;9.1896346
2016;STOCKHOLM-ARLANDA;Italy;Naples;10.0;517.0;;;527;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.8358846;14.2487679
2016;STOCKHOLM-ARLANDA;Italy;Olbia/Costa Smeralda;;3342.0;6133.0;274.0;9749;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;40.899377;9.5177467
2016;STOCKHOLM-ARLANDA;Italy;Palermo;;5035.0;10871.0;1966.0;17872;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;38.1112268;13.3524434
2016;STOCKHOLM-ARLANDA;Italy;Pisa;;4439.0;9627.0;1450.0;15516;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.4714722;10.6797912
2016;STOCKHOLM-ARLANDA;Italy;Rome;33590.0;70798.0;80641.0;45192.0;230221;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;41.8933203;12.4829321
2016;STOCKHOLM-ARLANDA;Italy;Turin;10015.0;577.0;;141.0;10733;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.0677551;7.6824892
2016;STOCKHOLM-ARLANDA;Italy;Venice;344.0;9468.0;12261.0;2847.0;24920;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.4046171;12.3105232
2016;STOCKHOLM-ARLANDA;Italy;Verona;2315.0;161.0;32.0;;2508;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;45.4424977;10.9857377
2016;STOCKHOLM-ARLANDA;Jamaica;Montego Bay;10457.0;319.0;;3316.0;14092;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;18.4724603;-77.9217357
2016;STOCKHOLM-ARLANDA;Japan;Kansai;;2.0;;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;34.4342045;135.222523
2016;STOCKHOLM-ARLANDA;Japan;Tokyo;2.0;;;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;35.6768601;139.7638947
2016;STOCKHOLM-ARLANDA;Jordan;Amman;7.0;;;;7;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;31.9515694;35.9239625
2016;STOCKHOLM-ARLANDA;Cape Verde;Amilcar Cabral/Sal I;10073.0;1091.0;;8078.0;19242;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;16.6002099;-22.9086891
2016;STOCKHOLM-ARLANDA;Cape Verde;Okand;6.0;;;;6;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;16.0000552;-24.0083947
2016;STOCKHOLM-ARLANDA;Cape Verde;Rabil/Boa Vista;188.0;;;;188;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;16.1280304;-22.8884999
2016;STOCKHOLM-ARLANDA;Kenya;Nairobi;;1.0;;;1;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;-1.302398;36.8288509
2016;STOCKHOLM-ARLANDA;China;Beijing;23898.0;30780.0;46200.0;26811.0;127689;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;39.9057136;116.3912972
2016;STOCKHOLM-ARLANDA;China;Guangzhou/Baiyun;;8.0;;;8;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;23.194037;113.2405097
2016;STOCKHOLM-ARLANDA;China;Shanghai;2.0;;;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;31.2312707;121.4700152
2016;STOCKHOLM-ARLANDA;Croatia;Dubrovnik;328.0;16594.0;28637.0;5825.0;51384;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;42.6491029;18.0939501
2016;STOCKHOLM-ARLANDA;Croatia;Pula;;2890.0;8419.0;;11309;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;44.8702281;13.8455311
2016;STOCKHOLM-ARLANDA;Croatia;Split;;24208.0;67874.0;5700.0;97782;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;43.5116383;16.4399659
2016;STOCKHOLM-ARLANDA;Cuba;Varadero/Gomez;2821.0;;;510.0;3331;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;23.0331717;-81.4388163
2016;STOCKHOLM-ARLANDA;Kuwait;Kuwait;;;7.0;11.0;18;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;29.3796532;47.9734174
2016;STOCKHOLM-ARLANDA;Latvia;Riga;47851.0;60984.0;60147.0;60906.0;229888;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;56.9493977;24.1051846
2016;STOCKHOLM-ARLANDA;Lebanon;Beirut;;1805.0;10104.0;5235.0;17144;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;33.8892265;35.5025585
2016;STOCKHOLM-ARLANDA;Lithuania;Kaunas;;13.0;;;13;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;54.8982139;23.9044817
2016;STOCKHOLM-ARLANDA;Lithuania;Vilnius;14349.0;35516.0;34738.0;31321.0;115924;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;54.6870458;25.2829111
2016;STOCKHOLM-ARLANDA;Luxembourg;Luxemburg;6262.0;10154.0;9670.0;7555.0;33641;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;49.6112768;6.129799
2016;STOCKHOLM-ARLANDA;Malaysia;Subang/Sultan Abdul;;2.0;;;2;False;International;Asia;Stockholm Arlanda;59.6519;17.9186;3.1322924;101.550697
2016;STOCKHOLM-ARLANDA;Malta;Valetta;3701.0;8274.0;11827.0;9144.0;32946;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;35.8989979;14.5136607
2016;STOCKHOLM-ARLANDA;Morocco;Agadir;4125.0;;;2683.0;6808;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;30.4205162;-9.5838532
2016;STOCKHOLM-ARLANDA;Morocco;Casablanca;4068.0;4972.0;6418.0;4044.0;19502;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;33.5945144;-7.6200284
2016;STOCKHOLM-ARLANDA;Morocco;Marrakech;7027.0;1312.0;338.0;3406.0;12083;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;31.6258257;-7.9891608
2016;STOCKHOLM-ARLANDA;Mauritius;Mauritius;7147.0;;;857.0;8004;False;International;Africa;Stockholm Arlanda;59.6519;17.9186;-20.2534998;57.589573
2016;STOCKHOLM-ARLANDA;Mexico;Cancun;19028.0;861.0;;5145.0;25034;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;21.1527467;-86.8425761
2016;STOCKHOLM-ARLANDA;Mexico;Estado De México;;;6.0;;6;False;International;Americas;Stockholm Arlanda;59.6519;17.9186;19.4839446;-99.6899716
2016;STOCKHOLM-ARLANDA;Montenegro;Tivat;;410.0;1817.0;;2227;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;42.4303762;18.6988104
2016;STOCKHOLM-ARLANDA;Netherlands;Amsterdam;173317.0;207808.0;201278.0;198342.0;780745;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;52.3730796;4.8924534
2016;STOCKHOLM-ARLANDA;Netherlands;Eindhoven;;;201.0;200.0;401;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;51.4485569;5.4501225
2016;STOCKHOLM-ARLANDA;Netherlands;Maastricht;;8.0;75.0;;83;False;International;Europe;Stockholm Arlanda;59.6519;17.9186;50.8512438;5.6909768
